name,easting,northing,longitude,latitude,elevation,X,Y,Z
HH39,540923.5,6601108.67,21.42743459811717,-30.72218165488201,1052.22,5109322.13264838,2005144.1786715079,-3239991.181984282
HH108,540996.5,6601159.25,21.42819502792197,-30.721722740568303,1051.68,5109319.286994653,2005221.3171481392,-3239947.161780082
HH107,540981.9,6601159.25,21.42804253928774,-30.721723243466936,1051.71,5109324.62121889,2005207.7180662605,-3239947.2250432367
HH90,540989.2,6601146.6,21.428119287959554,-30.721837137552562,1051.79,5109315.993453922,2005212.230180625,-3239958.1224698587
HH84,540901.6,6601146.6,21.42720435500744,-30.72184015173389,1051.78,5109347.846274365,2005130.5758236835,-3239958.4046773207
HH101,540894.3,6601159.25,21.427127607401914,-30.721726257097316,1051.62,5109356.40994013,2005126.038554592,-3239947.4663290135
HH135,540835.9,6601184.54,21.426516648204398,-30.721500061756895,1051.37,5109389.518366134,2005076.1583395605,-3239925.777293238
HH98,540850.5,6601159.25,21.426670141407325,-30.721727761494478,1051.81,5109372.491997755,2005085.2724550841,-3239947.70679561
HH69,540923.5,6601133.96,21.427433591409095,-30.7219534540802,1051.89,5109333.937257708,2005148.7077696566,-3239969.2610120135
HH91,541003.8,6601146.6,21.42827177677149,-30.721836634562113,1051.8,5109310.6912257895,2005225.8418198996,-3239958.0796327796
