# max_decorr: 5%
# angle off zenith: 20 degrees
# fs_int_time:  0.10 s seconds
# post_fs_int_time: 10.00 s seconds
# n_channels: 2048
2018-09-01T00:00:00.000  0.1305
2018-10-01T00:00:00.000  0.1322
2018-11-01T00:00:00.000  0.1504
2018-12-01T00:00:00.000  0.1576
2019-01-01T00:00:00.000  0.1956
2019-02-01T00:00:00.000  0.2156
2019-03-01T00:00:00.000  0.2393
2019-08-01T00:00:00.000  0.3749
